index	ranking	query	page	title	snippet	account	url	account_url
6	7	古代文学	1	【中国古代文学史笔记 一】	云道书院古代文学史公开课随堂笔记主讲老师/刘挽云授课时间/6月14日20:00 写在前面 本笔记仅作为课程框架,为便于初学者记忆,故...	云道汲古	http://mp.weixin.qq.com/s?src=3&timestamp=1497427483&ver=1&signature=Eqen9JshbGVHLd7Oi3cl5VUkQItY1pXFmkQVQOk4ot1AS-jUYVG2qzI1HgWuswmDZD6XLiJbXQDyT*a0Fa54hkGEN4b8vLGKQt0Xh1elP*f6pKfM3zqq4MCy4JpvBZ36HE-GrtxsQGR-NayxmpfELnXQZflFre0sZVgUoPXoRTI=	http://mp.weixin.qq.com/profile?src=3&timestamp=1497427483&ver=1&signature=ide7a4thwJ5ANvrkTLitt2I*SuwrjyCNxboz*kcX8K1OqGlDJ8v7NVXyGr7X*XpyitcrI1Q54*u1evagxK68AA==
7	8	古代文学	1	古代文学经典教你怎样有文化的“撩妹”	“我要嫁给你.” 在众多“撩妹”的故事中,《卖油郎独占花魁女》其实反映了中国古代一个明显的趋势:市民阶层正在崛起,小商人...	东学堂语文	http://mp.weixin.qq.com/s?src=3&timestamp=1497427483&ver=1&signature=GQ2xaA2BWJjQ5sOxioPDSQ*CdT2LsGRYVdxTInlaCziSySqwrXyXflW9mzUXFHWN4N-1PlZUES0-1KYh6UgjV*BNqkpPttt7iOuan8U*fnYrr8WagxVIFcYZiztI9PaaG5zYmYcNxY77sTLJeekiPYM4TlP2eS7WIw4GYRz1n5A=	http://mp.weixin.qq.com/profile?src=3&timestamp=1497427483&ver=1&signature=8QVNuE*x7VR9a1bwm7T-6BGv07DE*0nqOQd2C02*erwiyE6EzToDzcXBiwmBNPw8ZxgSxoFx3tREgd2XznC6Rg==
8	9	古代文学	1	古代文学中出现次数最多的五个字	据有关统计,古代文学中出现最多的前5个字分别是诗、酒、花、月、愁.诗诗是普遍的艺术,无论是小说、散文还是戏剧,其到最优...	曾国藩读书会	http://mp.weixin.qq.com/s?src=3&timestamp=1497427483&ver=1&signature=zKRJ*yPTiA9BMJqEKGoi3nsetSRWYQqmOnXle-85kGT2ib8HZCU6AXlWDoA05lXvqVNeXgOlOCtVTGxPAyEjZ5o1mpO0DBbywlKIqulgVknKGqFtbzT6ExuGxLKSNAkCaoP2nWFt3oicOT2eTYI1PQ==	http://mp.weixin.qq.com/profile?src=3&timestamp=1497427483&ver=1&signature=iTMdenKXHgouKtmwXzQkXLrCYh7nGSrWcoOMOdynwqXCajju-QmWXHshljKduPQUGLB*p50H2wOK7MAdXPYAwA==
9	10	古代文学	1	苏州大学古代文学学姐初试 & 复试经验!	报名请联系一往学姐:2624309276(QQ)苏大学姐经验一、参考书目古代文学:游国恩主编《中国文学史》,人民文学出版社.(辅助...	古代文学考研每日一题	http://mp.weixin.qq.com/s?src=3&timestamp=1497427483&ver=1&signature=NZcG-YwYZpvhvw*oAvY*LCPT*Q9Uys8DAmwxmiM4mAiFJrihWgR1c78Q5rfbecM*tJhrYB5bU5kZ5rtmmMaA1XWsTXhSnsl20zsnLIYMhwJZNe*uwZ5NvcCQ72y5DXLNF9Jnce29l8nxLPMYqXRdvgGxYQBdlC6naFO7eWZ7I-c=	http://mp.weixin.qq.com/profile?src=3&timestamp=1497427483&ver=1&signature=HHh2-rRR26RL4jaeku7WdwAnM-VLRBmwGACM9fshXDIS5UjTigfCyGLgXryoUWJ52D0KtpPMFLl5poy0vd8icA==
10	1	古代文学	2	古代文学“驾到”,中学语文直奔130+!	语文的学习,最主要的就是平时的阅读和积累了!特别是到了中学,一个人阅读、积累的多少就会在成绩上暴露的彻彻底底.因为现在...	小初高学习方法	http://mp.weixin.qq.com/s?src=3&timestamp=1497427484&ver=1&signature=jwSx5YqR3JAvG3uZ3Fqdya8B-Jk2cN0r39UyVznt6KvlErsu-xelPOUnOjCjfaWY65qmh0DBbCDN-PbL9BvFjlwLW4gBDtuiZ-oJikVuwzVE2GTDQFg9JQDq0B8HBed8sLnDMyxX1BV7wztQdQk3z9HNmMqwi0ehjQi6U1uWwHY=	http://mp.weixin.qq.com/profile?src=3&timestamp=1497427484&ver=1&signature=3NDDTODtLT-QYs8EcvHT3-YJ-Qb7MxvlahA0pVWdCevLHVWetcdpvIZnkTDTM973-deR6sLelhx2BW4y5kP9Tg==
11	2	古代文学	2	古代文学才女,叶氏姐妹巾帼不让须眉	自古叶氏名人辈出,但在古代有所影响,能在史册留名的叶氏名人多为男性,古代以文学著称,一个才华洋溢的诗人,文人,在古代犹...	叶氏宗亲	http://mp.weixin.qq.com/s?src=3&timestamp=1497427484&ver=1&signature=k-9VRu5mrsoP2EZBLq2i-SDR9s1QJYTADcwzMrlFsH27q5eADXIN5Q4dVpu4d7kS14Poh750XHL-DPNDhhQb7YY6g2zDrgi9nDjQV693ZrqWQf3ufPMN54IaaZcI82Xf0xCY8W*WeiBnt-w5Id4sZbueobca46U-hD8qMVbQsdE=	http://mp.weixin.qq.com/profile?src=3&timestamp=1497427484&ver=1&signature=EtBCVryUnOono*8suv*LK1OZNqb4bbm0jbsZRUdKet393tk87YESr6DaIB3AK4jWQAGTa79wbxyjN2A8xRbRNQ==
12	3	古代文学	2	[古代文学考研真题]--先秦-名词解释	15.《楚辞》 (2009年厦门大学)16.香草美人 (2009年暨南大学)17.高唐神女 (2011年中山大学)摘自古代文学考研真题 古代文学...	古代文学考研	http://mp.weixin.qq.com/s?src=3&timestamp=1497427484&ver=1&signature=KeN9aRfnqQQVqGysRqKtjWDhXaDs7rcpReI-utFfpU5b4wjMrvWvYSE77ZDih4Fjb*6z5AG0gTodzf8SlNuZ3LWUpnZ-fr0c7-fzq*rbHZyWiMsMP1Hn1Sng4iPw5yFgEjTIO5lHSv15Gr3HOrvi8yyDuHUcq40eybhNp4K2vDU=	http://mp.weixin.qq.com/profile?src=3&timestamp=1497427484&ver=1&signature=K*KAtC*L1l9KAj4B*lXOzj*zUTwaZ9fwGqtoqHTx-isEZPfkSf3AX8CWJ1QCyHCZvIE9*hzch92aWlD3jj9drw==
13	4	古代文学	2	古代文学常识及文化常识	古代文学常识及古代文化常识 【先秦】 孔子 春秋时期鲁国人,公元前551年—公元前479年,名丘,字仲尼,思想家、教育家,儒家学...	小学语文作文阅读辅导与训练	http://mp.weixin.qq.com/s?src=3&timestamp=1497427484&ver=1&signature=VT4bRklFCgTHe*T9Is4BE4nATIvaOvgzyomB6WSJ8RVuBGot6GxMhtjrpI46UdNXTyjrhIdFahOEvr9GOnqSbAzgrkWCOi3OUptlBHGzZVMfgujw6LTtrnlw8-0DRZZ4hRMUUNdyEshlehaIiFoWC1D3bn-oOEE96UN7Ql6pSqs=	http://mp.weixin.qq.com/profile?src=3&timestamp=1497427484&ver=1&signature=j3xwMwiYe5Wru3JJY8C3hMleurQuXI-6QSrZJ343rfoshPKB1aA40KYMR-4Fns34AKE*jfg8qwvVCSEAJK1HYw==
14	5	古代文学	2	古代文学的“嘉年华”:第一届江苏省古代文学学会年会在南京大学文学院召开	江苏省古代文学学会2016年年会综述吴钦根、张知强、许佩玲等 2016年6月4日,“融通与创新:中国古代文学研究与教学研讨会”暨...	无待有为斋	http://mp.weixin.qq.com/s?src=3&timestamp=1497427484&ver=1&signature=ET0*KroJ6OvpXAu9Ye4VFdtRS2wLQzBtJjHCI2-mqQupZLvL-HveRSN4-zNewjpLuEoxy5I0P867aDcvKtYOmIzfOXupRk2n3rEkUZ*loLhkb*9dnNvWDOuCiK7YYxtzcaq2MotfIVOkLcX2ric0B56nSAKHrg4fS1K6SryiUjI=	http://mp.weixin.qq.com/profile?src=3&timestamp=1497427484&ver=1&signature=l9KS0DONfbtW7QMgXlOJo2bmakKAV0KPaFyGv55uIR2rYGhLNvJesflzptfsDHlNdsgrTB8sQMrpX7gaA5VWMA==
15	6	古代文学	2	古代文学教研室学术成果汇报	古代文学教研室学术成果汇报《明清鼎革中的心灵史——吴梅村叙事诗人物形象研究》白一谨 著 天津人民出版社 2008《屈原及其诗歌...	北京大学中文系	http://mp.weixin.qq.com/s?src=3&timestamp=1497427484&ver=1&signature=vJXNHkxUyTNvHnOJnauf6Ma5pnncekvBXntoBcaXGhgvKqO*940e3q1lMu704fteQm*VJuX9EWzGoo*1*3puRvnPPP2hfN0pvjwMd60f78PxW9rJVG37ibs51QUbutPItfl7CW9skLtma*rkLK-eRO09gHHW4d7brtwUyEj*-2w=	http://mp.weixin.qq.com/profile?src=3&timestamp=1497427484&ver=1&signature=l5eMuMJqc7EC4geWNrt6q4xziYi0uhpJotB*BbWrCMqqGPnuEC-GDEAtP4B7swyhODIEhxnHmUj0c*kd3Jut1A==
16	7	古代文学	2	|粒子有声之古代文学|—《诗经》篇三	有斐,即斐斐,形容才华.君子:朱熹《诗集传》:“指武公也.”切、磋、琢、磨:古代治玉石器、骨器等的不同工艺.《尔雅·释...	粒子ParticleStudio	http://mp.weixin.qq.com/s?src=3&timestamp=1497427484&ver=1&signature=knUbYDJggVOW2kAxiWI0hvzLvq0oUedt1iY6p4aIeDoYJc5nYbtWZunz*Y*1ZeX-j53axCWZvkfeeuuxm6RKlMknC3qFosxnpmXCamGhJwSdziNbr5uGFp*DHikrESMKCbaHeHRHlMpTwAx*0Fn4fYAvJEljeRoTBi-E81ungEM=	http://mp.weixin.qq.com/profile?src=3&timestamp=1497427484&ver=1&signature=RjZkHK*RJb6XgILWckyHz34rZhb5K1J2vURNPHIbs6-zMMTaSE4NhH7fIWVYdkdaOpX14d0zYjaPQj2tPos7Nw==
17	8	古代文学	2	首都师范大学古代文学考研5000字超详细经验分享 by:长铗学长	首师大古代文学的专业课分为两个科目,分别是710中国语言文学和814中国古代文学.看似是清楚划分的两科,但其实并不是按照一...	一往文学考研	http://mp.weixin.qq.com/s?src=3&timestamp=1497427484&ver=1&signature=NZcG-YwYZpvhvw*oAvY*LCPT*Q9Uys8DAmwxmiM4mAh9ZTpMiERBLxWaM5XxjbsW117mQOZlTtXEjnrfnWIL3TDCWCkpsqhG0OI3**Qsl9Z7aUrb8qO0ebqGH2*US7m8Z7Q2tDAltwx1GYVLHkN4Ie0W-3o9eM0Nq*VrepLHhqQ=	http://mp.weixin.qq.com/profile?src=3&timestamp=1497427484&ver=1&signature=HHh2-rRR26RL4jaeku7WdwAnM-VLRBmwGACM9fshXDIS5UjTigfCyGLgXryoUWJ5LsKku9-Xxc5Y4ZWMtHPkPQ==
18	9	古代文学	2	古代文学考研经验	一.学校选择国内古代文学最牛的就是北大,南大和复旦,排名不分先后只是主攻方向不同.南大古代文学的特色是与古文献的结合和域...	文学考研网	http://mp.weixin.qq.com/s?src=3&timestamp=1497427484&ver=1&signature=5rEo-ETHH5iwCgCp3in*LMqXkf4nK9EZMNuEQIjhhXXyp0qOf3BDNBDJbqU-M5nl1jcihVcLCnduiR3nijokOvxlF-6yL8arRXUWHh8aclHt9lSx1P3HbUf10kCyXjvGLB0u3mHh3Vp6zQEC8SwlLyZQOi6Y*DVLeiHxRxZajKc=	http://mp.weixin.qq.com/profile?src=3&timestamp=1497427484&ver=1&signature=G2ci9oH5cbzIDbLJhFR0eOkWJEwHaySE8JdW8E*gq8U1F42G6jfn5Obek*TQqR0fY*6jTditaplO0CJDlwT56Q==
19	10	古代文学	2	古代文学“驾到”,中学语文直奔130+!	语文的学习,最主要的就是平时的阅读和积累了!特别是到了中学,一个人阅读、积累的多少就会在成绩上暴露的彻彻底底.因为现在...	中学大课堂	http://mp.weixin.qq.com/s?src=3&timestamp=1497427484&ver=1&signature=GVsA-2Cy9d8MaM1fu8bq3qD0r2A16HZn0B9YYaGabeUN1V4pTWzrMgkEUcS6c2pKBGVBy0b9xclLFUUE-Z3PF3QyV7TaKreoVMW94HbixfLmNA5KikY1ICp1*Y3lAHdu3b0XmZZ*jJfZ1DZmfRxSoQeXX*Yr4eCH0g45NHoJMKA=	http://mp.weixin.qq.com/profile?src=3&timestamp=1497427484&ver=1&signature=NufJp8iGprOL1EQupwGcwDdNJ69F55RUJdcW52KAWe7ZtpDH9VHlHZxtsQc2THvb-YkGULZw7NGBSxuKwWoQ6g==
20	1	古代文学	3	古代文学专业考研专业课二手书买卖信息汇总 | 第01 期	(正常使用后留下的标注、折痕等)联系QQ:1410384301发货地址:河南省 洛阳市 洛龙区“ 《古代文学作品选》;高等教育出版社;...	一往文学考研	http://mp.weixin.qq.com/s?src=3&timestamp=1497427498&ver=1&signature=NZcG-YwYZpvhvw*oAvY*LCPT*Q9Uys8DAmwxmiM4mAgp9v*nG1enmC5tAxij*KPViW3kYZTD7vNJFDYDfVJpRi5LGvlHaGe989kiyIUd90gVhp9lFcHQsIt85-slyha1kQe1UArj0CBd*dGHX4sldtkd6qf4Ha08zRZ-rTa3SjQ=	http://mp.weixin.qq.com/profile?src=3&timestamp=1497427498&ver=1&signature=HHh2-rRR26RL4jaeku7WdwAnM-VLRBmwGACM9fshXDIS5UjTigfCyGLgXryoUWJ5qYo7jXDZTZfMtaNFDEBZ7g==
21	2	古代文学	3	中国古代文学常识100句(背诵版)	【小木盒说:点滴积累】 中国古代文学常识歌谣100句 先秦文学先秦文学有两源,现实主义和浪漫.《诗经》分为风雅颂,反映现实 ...	小木盒说	http://mp.weixin.qq.com/s?src=3&timestamp=1497427498&ver=1&signature=3NtUceW5xD1gSR5FB3IIo8X8*NsD83t-ATjxw631jkAI8Y27IUXZY8K*wHHwWHn3yUNCkyDDsPDJj4T2O2AlXa2FVbpUO0ex8eNlfPvEolnYBDKP5AmqBR60m3AKiOwV71W6pX*66HyFhsXe3x7MkMUC9o*jqBUc3p*YY7kQn2U=	http://mp.weixin.qq.com/profile?src=3&timestamp=1497427498&ver=1&signature=2fc2fPpaRWCpNCLRRKdlu1Ke-T4nuHsc3XnSGp0lQ7dytXXXEMmt*2hbbx9TDFCT85dHaYqTKtS01Gv5lRiC5w==
22	3	古代文学	3	破局—南师古代文学考研实录:我是怎样拿下南师初试、复试、总分第一名的?	经过半年的打拼,我以初试复试均为第一名的成绩被南师大古代文学专业录取.两门专业课分别考了127分与128分,算是差可慰人意...	一往文学考研	http://mp.weixin.qq.com/s?src=3&timestamp=1497427498&ver=1&signature=NZcG-YwYZpvhvw*oAvY*LCPT*Q9Uys8DAmwxmiM4mAhh8wDbvlVCeZybJ-1tOWn11Wr9D8adfCe4YQUOaylhshT6IpbKc4F5ZxVjCNMsUCLwyD-r0V11Wzxa0oQv37A34xJCjb4DcP6o6rfAkokZjWt2paj*MR5NddLazAbpfOY=	http://mp.weixin.qq.com/profile?src=3&timestamp=1497427498&ver=1&signature=HHh2-rRR26RL4jaeku7WdwAnM-VLRBmwGACM9fshXDIS5UjTigfCyGLgXryoUWJ5qYo7jXDZTZfMtaNFDEBZ7g==
23	4	古代文学	3	古代文学班过“六一”纵情歌唱忆童年	记忆中,童年是永不褪色的,2017年6月1日儿童节,黎时煖松柏大学古代文学班师生用一种独特的方式重温儿时美好时光,追忆逝水...	乐从镇黎时煖老人大学	http://mp.weixin.qq.com/s?src=3&timestamp=1497427498&ver=1&signature=u*8i2YqeydRbVWKPiFUvkxh*SzbwktbijXVc5F93CbIXlTs9atbR4**pM0ZiJC-cS52KxHgoER30C3GHEMBcKCzQ6-oh-lf5YaeBRtg4BVNWxWp662rkRq8cpcFre31NWTrt7RLLTM1u-eJFX6GMol7EtpVjADnJMREwyZrH3Q0=	http://mp.weixin.qq.com/profile?src=3&timestamp=1497427498&ver=1&signature=73vpl8uCd1hx0scxWEp0JRU0PUtXiB8sb6MxKycYYeCfK1SwwVnU9c2HRBJtUHW3xi2p8gWZfKhyhZ8H5jWQHg==
24	5	古代文学	3	【最新,醉心!】——18年古代文学用心复习计划,已经来了!(后附详细古代文学考研参考书目)	2018年古代文学复习计划(后末附最全的参考书目)前言在这个公众号里面,有一部分已经是2017年考上了研究生的,我不知道我的...	古代文学考研	http://mp.weixin.qq.com/s?src=3&timestamp=1497427498&ver=1&signature=KeN9aRfnqQQVqGysRqKtjWDhXaDs7rcpReI-utFfpU5acYr5*hoLj1PkqLShTVbWKCgnDxe3dDOz2olIELhLqv1zC20V2jWPPDfFKipsAY47PIX-bkOvgDQh1198nJe5teEAuUJ9NxMCAwERyAOsZTkVqJgtZ0RArMzHgZR7qaI=	http://mp.weixin.qq.com/profile?src=3&timestamp=1497427498&ver=1&signature=K*KAtC*L1l9KAj4B*lXOzj*zUTwaZ9fwGqtoqHTx-isEZPfkSf3AX8CWJ1QCyHCZ92mGVtHZOavcqmOMl7sMGg==
25	6	古代文学	3	2017年古代文学复习计划	2017年古代文学复习计划纵观文学史书本,大多是以袁版的为主,那么小编就按照袁版的四本文学史来做一份大致的文学史一轮复习安...	古代文学考研	http://mp.weixin.qq.com/s?src=3&timestamp=1497427498&ver=1&signature=KeN9aRfnqQQVqGysRqKtjWDhXaDs7rcpReI-utFfpU7nvymy2x2Ss95UckbdOdGmd0BoXMEOumVbQGhYMNSbFO308-2EmkVtGbWWKBVX4M8h*HxitODJXeULE55btUpkEceuaArgsGZKuraPL*yXDA==	http://mp.weixin.qq.com/profile?src=3&timestamp=1497427498&ver=1&signature=K*KAtC*L1l9KAj4B*lXOzj*zUTwaZ9fwGqtoqHTx-isEZPfkSf3AX8CWJ1QCyHCZ92mGVtHZOavcqmOMl7sMGg==
26	7	古代文学	3	古代文学中的“雨打芭蕉”意象	摘要:雨打芭蕉是我国古代文学中重要的抒情意象.中唐之后,雨打芭蕉成为人们审美观照的对象,审美认识逐渐深化,由重视觉欣赏...	古代文学考研	http://mp.weixin.qq.com/s?src=3&timestamp=1497427498&ver=1&signature=KeN9aRfnqQQVqGysRqKtjWDhXaDs7rcpReI-utFfpU7Kln-mvVfkeNBxSxWhiJNyDputToXdUSRX2ODL9o99LK5mLoLI4UAzYLk2q2OnO7FsSTe1FvUBTqkfso0ptYSuELiCFFcUlfWCh2*n-bba1IYNiUpy3uy4ESHy2MdNc7I=	http://mp.weixin.qq.com/profile?src=3&timestamp=1497427498&ver=1&signature=K*KAtC*L1l9KAj4B*lXOzj*zUTwaZ9fwGqtoqHTx-isEZPfkSf3AX8CWJ1QCyHCZ92mGVtHZOavcqmOMl7sMGg==
27	8	古代文学	3	品味古代文学之美 | 加油宝贝一起欣赏古诗《春中喜王九相寻/晚春》	中国儿童艺术教育行业新标准的开拓者,以天赋教育为核心教育理念,以戏剧教育为切入点,通过文学、音乐、舞蹈、美术等多种艺术...	加油亲子岛	http://mp.weixin.qq.com/s?src=3&timestamp=1497427498&ver=1&signature=MUw20pjnAVGDQvJy5djNuCKxCeQH5QN9zwlPu3qdpBMa2uUBuIVCcmxoURuu4g7twkfZdVuqiHJqezHLHS-fpxz0P7tHwvDNInB1T0kaLOkyxYE*4hWe*41RC-GCf8ljp54Yzh3BQ2t4vLYwHZQpxmfJAxj7LzDuOfb7s6gHIVE=	http://mp.weixin.qq.com/profile?src=3&timestamp=1497427498&ver=1&signature=rtvhEk5fuhNkbF54KIVzQthBRL9DlLeGY2sZCZxLXaPHO4dFK-noLLUD1XoSVifA7VvFGhOqBcEOi1SRv06g1A==
28	9	古代文学	3	限时免费报名 | 厦门大学古代文学考研暑期复习规划公开课 by:幽兰学姐	大家需要针对性指导所以我们给大家策划了暑期课程是2017年高分被厦大录取的学姐千万不要错过这次公开课如果朋友考古代文学研究...	一往文学考研	http://mp.weixin.qq.com/s?src=3&timestamp=1497427498&ver=1&signature=NZcG-YwYZpvhvw*oAvY*LCPT*Q9Uys8DAmwxmiM4mAhTq23YkiN0mfud82d2jWcdxK30Cny6tnFE2yhDiYZ0F87Mipz-xi5qxdlGoFp*uNBJOpALoQ5qWZCcRk0B4CSfpxv7d4qdAcBKquEB5WO-vH5WUJytaXGNAMjuX*oVS84=	http://mp.weixin.qq.com/profile?src=3&timestamp=1497427498&ver=1&signature=HHh2-rRR26RL4jaeku7WdwAnM-VLRBmwGACM9fshXDIS5UjTigfCyGLgXryoUWJ5qYo7jXDZTZfMtaNFDEBZ7g==
29	10	古代文学	3	中国古代文学小练习	ؤ7.从文学角度看,汉初创作的主要成就在ؤ( )A.辞赋 B.历史散文 C.... D.李颀、王之焕50.中国文言小说史上的集大成者,代表了古代短...	特岗之家	http://mp.weixin.qq.com/s?src=3&timestamp=1497427498&ver=1&signature=ffVfuPXm5GKCah116NHjZ06j9aVcx8M74zzfkiDdJc-nFf2K9fLiRakqs*x6P37rjWDy*gq*ieiRWM8*ZnNNGLsST11QE1IQA76pU1RhIkEMKd2EDSefpZ4Mgzd2Zz5suFummCJ7jHNbEsS72iTQhCob-5TyJoYXEQl9QHLrr4Q=	http://mp.weixin.qq.com/profile?src=3&timestamp=1497427498&ver=1&signature=93-DYRJlz8ZAGo5LEoATjXOUcDO5kYG6cq*GAYPpOxVYj2Jdnn0e8wZOws8hqap8ilIIskTaK6Kzg12CshoFAg==
30	1	古代文学	4	【3月7日】50所高校古代文学考研初试成绩排名统计	今天公布3月7日的成绩排名最新情况:收集到的成绩不做任何其他用途,仅仅通过公众号:古代文学考研每日一题,免费分享给大家,...	古代文学考研每日一题	http://mp.weixin.qq.com/s?src=3&timestamp=1497427499&ver=1&signature=NZcG-YwYZpvhvw*oAvY*LCPT*Q9Uys8DAmwxmiM4mAiE*t0vWztjNS943pUqb3EgfMm*j6mijUMFi8nUHwqIk7Fmg2MV-bYUd7GrqgxpUpN2uKa2slxaYTp-T*uNp9DPFDTwg*yzNHgNy0ldvYT2CLGwV5*4uyiSZ3EtD6mAQoc=	http://mp.weixin.qq.com/profile?src=3&timestamp=1497427499&ver=1&signature=HHh2-rRR26RL4jaeku7WdwAnM-VLRBmwGACM9fshXDIS5UjTigfCyGLgXryoUWJ5E-2YCNL3w4Cnhu2Im4-FoQ==
31	2	古代文学	4	中山大学古代文学考研 中国古代文学批评史 复习方法	应该会形成自己独特的方法.我的方法不一定好,不一定每个人都适用,权当参考吧.这次给大家分享中国古代文学批评史的复习要点...	古代文学考研每日一题	http://mp.weixin.qq.com/s?src=3&timestamp=1497427499&ver=1&signature=NZcG-YwYZpvhvw*oAvY*LCPT*Q9Uys8DAmwxmiM4mAjenoNwA1Lp1uDK-NDASl6ZAQfFmt4gQFkfYQzOcwRVcw25LmXTOToz2pIqHtacUpeQcIBP4wLTrNHbp*7kFleIxvwE2ghl35-iRoOks-rlQwDDtdzLeb1-3skwoHJXSqM=	http://mp.weixin.qq.com/profile?src=3&timestamp=1497427499&ver=1&signature=HHh2-rRR26RL4jaeku7WdwAnM-VLRBmwGACM9fshXDIS5UjTigfCyGLgXryoUWJ5E-2YCNL3w4Cnhu2Im4-FoQ==
32	3	古代文学	4	古代文学,学之以养才识.	20、世界文学作品中四大吝啬鬼:葛朗台、夏洛克、泼溜希金、阿... 最早的也是最杰出的边塞诗人是盛唐的高适和岑参5、古代最杰出...	印学社	http://mp.weixin.qq.com/s?src=3&timestamp=1497427499&ver=1&signature=sNTPpiqT85DG5Q3AXw6HdrpWNhuS4DXJ28pBUUdWJZMZZxWtt2OAF7eezjAagBZO-yDNHzQCvc1nu9MW689pNGjP7iT4lOyUwr3Pp4f2F38w5*sBoR3hfOoAYHxwedT-AcbFpEQRWWZ43Kg6MLz2r1aonHznKOaPDHbcsa8a1Sc=	http://mp.weixin.qq.com/profile?src=3&timestamp=1497427499&ver=1&signature=nF91mYigRxChzcZETd8wKeZHlO*oJXwYUzmiljA0mekGOWP7WgH3s6oM-KWTzWN7R3hHxeON7lasRqv3HU3jdQ==
33	4	古代文学	4	【2月24日】45所高校古代文学考研初试成绩排名统计	今天公布2月24日的成绩排名最新情况:收集到的成绩不做任何其他用途,仅仅通过公众号:古代文学考研每日一题,免费分享给大家...	古代文学考研每日一题	http://mp.weixin.qq.com/s?src=3&timestamp=1497427499&ver=1&signature=NZcG-YwYZpvhvw*oAvY*LCPT*Q9Uys8DAmwxmiM4mAiDO*dUrS11DqxqYLVt4YSw0fT5eOSfORx0yYFjlKCxKjJPDmKxubMoH66NS1QSgwv7jBQg4kt3dygWjN4DTqhQsZduDFGBhC3WqicllTJCVy3agTnLRCt0t5II8nV*OTc=	http://mp.weixin.qq.com/profile?src=3&timestamp=1497427499&ver=1&signature=HHh2-rRR26RL4jaeku7WdwAnM-VLRBmwGACM9fshXDIS5UjTigfCyGLgXryoUWJ5E-2YCNL3w4Cnhu2Im4-FoQ==
34	5	古代文学	4	【2月21日】44所高校古代文学考研初试成绩排名统计	今天公布2月20日的成绩排名最新情况:收集到的成绩不做任何其他用途,仅仅通过公众号:古代文学考研每日一题,免费分享给大家...	古代文学考研每日一题	http://mp.weixin.qq.com/s?src=3&timestamp=1497427499&ver=1&signature=NZcG-YwYZpvhvw*oAvY*LCPT*Q9Uys8DAmwxmiM4mAjZOGCUhZ1c7EeoescWSqPL3wFqGia7zP7vI2OFVdkh5kLF5ptfgZBXH4T925N9Ok8wjPawtv5Kj7ti*LuFOlMjrZu7Gi1YEBrwnpobtTeTtXcALV3Xg9C*APPInYRkEZc=	http://mp.weixin.qq.com/profile?src=3&timestamp=1497427499&ver=1&signature=HHh2-rRR26RL4jaeku7WdwAnM-VLRBmwGACM9fshXDIS5UjTigfCyGLgXryoUWJ5E-2YCNL3w4Cnhu2Im4-FoQ==
35	6	古代文学	4	古代文学史上的“朋友圈”	因流派、风格、文学主张甚至个人感情而走到一起,结成文学联盟是中国古代文学史上一个普遍的现象.在文学发展不同的不同时期活...	新余数字文化	http://mp.weixin.qq.com/s?src=3&timestamp=1497427499&ver=1&signature=I7mvjuu-IVw*rq41eBaL6yDXpnLd*mQFyFNwAh1qDPzaCD7dLqgCMLv-vFueQzXqNExcVo8uTM9pcpJ5kAuAvWNyr7x4QAKmsVOIkvpwlxziqG8frsTYtv4HFXq2uI2nyITbPW5HcBThPh9onhEanZINHExqQdC2yYKcHfHQUso=	http://mp.weixin.qq.com/profile?src=3&timestamp=1497427499&ver=1&signature=BXucvQsLo6zT8OmCz2bnldnh2Z7QB7mzAAiSySkGuN8WLReY9Y31tURT8qsX*8BcScltA3AU*i4gwAAjI2375Q==
36	7	古代文学	4	【古代文学研究】张缙彦诗文考述	依水园文集 基金项目:黑龙江省教育厅人文社会科学项目“东北流人文学研究”(12534003) 作者简介:逯雪梅,哈尔滨师范大学文学...	阅江学刊	http://mp.weixin.qq.com/s?src=3&timestamp=1497427499&ver=1&signature=8oItE9mBwNoTTDXZQGtgM32qsFyS6FKMWxK2z1Ohjco0QILC-tkXSwJ18obUqgZznU4TZMYfNQUQxFW0fZdLYlRhajTGc4-fcFU3NgBsRWqJcRqXeiDD7vI1RGScxLkAa0*I2xAum11rXqJad2tGXYOqgH0f4EaRWtdPB8OmnnY=	http://mp.weixin.qq.com/profile?src=3&timestamp=1497427499&ver=1&signature=z5d08cj-T-IY*2oPX6YHdS-arLLWT*bltoCjp-r8xnKa*jYfC-8fUlTTwZCbaG3Nvt6c9RRq8tr9t7Wsb8IAdQ==
37	8	古代文学	4	中国古代文学经典推荐——《诗经》	《诗经》是中国古代诗歌开端,最早的一部诗歌总集,收集了西周... 颂的名篇主要有《 清庙》、《 维天之命》、《 噫嘻》等. 文文学 ...	文文学	http://mp.weixin.qq.com/s?src=3&timestamp=1497427499&ver=1&signature=6Kf1fmcIj4nbKqh88X3X0CEwM8uo0EIbt5PDboHcDvf8-7QnaCmaIRsUgrQZVrGC*lbj1gi9QZhhqbJxpLtsPkzc1YTCtaUqcN3D-BH0TZxhx8d0feNKaq7Sy5CFr5xtaGdckcyrNNL*bxyzJ1eiMfCMxOfSdm73C007EC4kRtY=	http://mp.weixin.qq.com/profile?src=3&timestamp=1497427499&ver=1&signature=g6JNXZBabgXZXqF7KTjQQ3Zj73BLhpDu2chz-kKP2F-7fJsz6gBcgxO5xvGbyjWmjUqGAZvw2cpywMy0GuCbPQ==
